,Job Title,Company,multiple_details,Description
473,Business Analyst,Robert Walters,"['Brisbane', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Business/Systems Analysts', '$95 - $100 p.h. + + Super', 'Contract/Temp']","A dynamic government owned business is seeking a Senior Business Analyst on a contract basis until October 2022. This is an exciting opportunity to support a three year transformation program to improve portfolio and project delivery processes. Based in Brisbane's CBD, this opportunity offers 50% work from home. The Business Analyst will lead business analysis to identify solutions and areas for improvement within the Portfolio Management Office in collaboration with improvement leads and change manager.Responsibilities of the Business Analyst:· Improve program and project related processes, templates and procedures to ensure frameworks are fit for purpose · Develop process maps and identify opportunity for process improvements · Evaluate and communicate information and system requirements · Build relationships with relevant stakeholders, including managers in the PMO and project delivery groups· Analyze current ""as is"" processes and develop ""to-be"" processes to meet business requirementsRequirements of Business Analyst:· Demonstrated experience working as a Business Analyst within a similar environment; ability to implement processes and tools learnt across a variety of program and project types· Demonstrated experience in automated or similar project templates and registers · Strong communication, engagement and communication skillsAboriginal and Torres Strait Islander Peoples are encouraged to apply. To apply please click apply or call Belle Lever on 07 3032 2264 for a confidential discussion."
474,Technical Business Analyst,AustralianSuper,"['Melbourne', 'Information & Communication Technology', 'Business/Systems Analysts', 'Full time']","We are Australia's largest superannuation fund, here to help members achieve their best possible retirement outcome. Working with a wide range of stakeholders, we create meaningful value for members and our communities through our diverse workforce of highly competent and highly motivated employees.  Your new team  Our Technology Services group has a strategic remit to uplift, govern and run the Fund's technology capability. It is a highly respected team, with a leadership group who advocate for their people, are open and approachable, committed to providing excellent results, and who share their knowledge. This is your opportunity to join us as we grow and modernise technology services to support Australia's leading Superannuation Fund and more than 2.4 million Members.  Your new role  Reporting to the Senior Manager CRM, the focus of the role involves working closely with the sponsors, business initiative owners, internal subject matter experts and other stakeholders to elicit relevant information in order to define and document business requirements, perform analysis support duties and provide advice and assist in the delivery of projects and initiatives undertaken by Customer Platforms.  Some of your duties will include:Conduct high level business analysis, defining and documenting business, information and process requirementsObtain project requirements using various methods, including but not limited to interviews, document reviews, requirements workshops, surveys, researching and resolving issuesIdentify and defines the information, business and process requirements for specified initiatives but independently and under direction of project / initiative managersApply analytical skill and conceptual thinking to requirements definition and high level planning across a range of projects / initiativesCritically evaluate information gathered from multiple sources, reconciles conflicts, decomposes high level information into details and distinguishes user requests from underlying true needsWhat you'll needExperience as a business analyst working on successful delivery of significant projects / initiativesProven ability to successfully gather requirements and get results with minimal supervisionUnderstanding of how to interpret business needs and translate these into operational requirementsExcellent problem solving, analytical and research skills, with a strong attention to detailHigh levels of initiative with the ability to deal with multiple projects simultaneously with conflicting prioritiesStrong interpersonal skills with proven ability to build and maintain strong relationships with key stakeholdersWhat you'll get in return  You will be working with a manager who values and supports your personal growth, in a growing, dynamic and authentic organisation that promotes integrity and puts members first. Other benefits include a competitive salary, genuine flexible working arrangements, discounted travel, income protection insurance and generous leave entitlements.  We are committed to the recruitment, development and support of a diverse workforce into an environment which is inclusive, embraces diversity in all its forms and is a place where you can be you. All roles can flex at AustralianSuper and we're happy to discuss what this can look like for you.  We are proud to be a WGEA certified Employer of Choice for Gender Equality (since 2012) and to be recognised as one of Australia's top 10 workplaces for Dads.  What's next  Please apply now, if you share our values of Energy, Integrity, Generosity of Spirit and Excellent Outcomes and would like the opportunity to work in a challenging, growing and rapidly evolving team to deliver outstanding results.  Be Inspired, Be Bold, Be You  Agencies please note: this vacancy is being managed directly by AustralianSuper's Recruitment team. We will contact our preferred agency partners should we require additional support. Thank you. "
475,Junior Data Scientist,Avant Mutual Group,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Insurance & Superannuation', 'Actuarial', 'Full time']","About the company:
Avant is Australia’s leading medical defence organisation with a proud heritage of protecting Australian medical professionals for over 125 years.
Avant now represents 80,000 health practitioners and medical students across every state and territory, delivering market leading products and services to meet their professional, personal and practice needs. Building on this heritage, our vision is to be the most trusted professional partner in supporting doctors throughout their lives and careers.
As a mutual organisation, owned by members and run purely for their benefit, our members are at the centre of all we do. As well as providing products and services to our member, we play a broader community role by advocating for improvements in the healthcare system and in quality, safety and professionalism in medicine, through delivering education and research activities.
About the role:
Supporting the Senior Data Scientist, this entry level Graduate role involves making use of data science capability to deliver key insights for the business. You will be involved in complex data manipulation, scripting and programming as well as setting up advanced statistical modelling frameworks such as text mining, predictive modelling and Machine Learning/AI.
In addition, the role requires conducting analysis using existing data models to deliver insights for the business as well as building self-service dashboards and implementing process automation.
Working in a collaborative and innovative team, you will need to have strong programming skills and be willing to learn, on-the-job training and support will be provided.  This is a permanent opportunity based in either Sydney or Melbourne.
Key responsibilities:

Assist the senior data scientist in consulting and engaging with key business stakeholders to scope out business problems and required solutions;
Build insights for the Medical Indemnity business;
Present and communicate results;
Deliver high quality and technically sound advice that provides strategic insight for Avant’s business.

To be successful you will have:

Tertiary Qualifications in Data Science, Computer Programming and/or Mathematics
Highly numerate and a strong understanding of statistical modelling
Predictive modelling and text mining
Strong problem solving skills
Ability to communicate complex technical components to relevant stakeholders
Advanced competency in Python, SQL Scripting, Excel

Why work at Avant?
At Avant, our people are the centre of everything we do for our members. We offer a range of benefits and opportunities to enable you to make a difference, learn, and grow in your career.

Discount of 25% on Private Health Insurance, free Salary Continuance Insurance and free Travel Insurance
We value our people by offering an inclusive workplace with flexible work, career development and internal mobility opportunities. Our flexible working arrangements are designed to enable genuine work-life balance.
Your development is our priority and we have a variety of learning and development programs that will support you in your career.
Employee Referral Program which rewards $2,500
We offer support to our people via Employee Assistance Program (EAP), Health and Wellbeing programs, Tertiary Education Sponsorship and Support.
We have a diverse and connected work environment where your contribution and ideas will be valued and respected and make a real difference to the lives of others.

For further information, please contact Sue Allen, Talent Acquisition Specialist on 0429 404 856
Please note: Avant Mutual is a vaccinated employer. Prior to the commencement of your employment by Avant, you are required to be fully vaccinated against the Covid-19 virus or have a medical certificate stating that you cannot receive a Covid-19 vaccination for valid medical reasons."
476,Senior Business Intelligence Developer,Police Bank,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Information & Communication Technology', 'Developers/Programmers', 'Full time']","Police Bank is a progressive, people-focused financial institution offering its Members a competitive range of financial products and services. With over $2.25 Billion in assets, Police Bank is one of Australia's fastest growing Mutual Banks that is taking steps towards modernised banking.If you have a curious mindset, then it’s a fantastic time to join us as we go on a journey of digital transformation. At Police Bank we want to empower you to make a real difference in your career, for our team and our members.  About the RoleThe role of Senior Business Intelligence Developer with strong SQL skills will populate, translate & deliver solutions that turn data into knowledge for our Bank. Ideally you would have a background in data intelligence and business analysis and you are analytical with strong business acumen and an excellent communicator. Ultimately, you will be enhancing the Bank’s data and analytics platform helping in creation of a strong, trusted and sustainable data foundation and information delivery service.What you will be doingDesign, build, test and maintain business reporting objects.Assist Line Management with technical queries and the execution of BI reporting across all domains, empowering the business to make informed data-driven decisions.Technical expert on data governance and BI, providing support on projects aligned with the Bank’s strategy.Dashboard and visualization design at a. enterprise level.Supporting maintaining SQL Server, ETL (SSIS) packages and reports.Provide programming and ETL (SSIS) expertise to support the Bank’s data warehouse strategy.Managing applied reports and dashboards delivery to SLA.Undertaking other duties as required by your manager or their delegate.Adhering to all WHS requirements of the organisation and relevant associated legislation. About youTertiary qualifications or equivalent experience suited to a role of this typeExcellent communication skills and prior experience gathering requirements from the businessData quality and master data managementData modelling experienceData enablementExposure to complex SSIS packagesSSAS (DAX - Tabular development)Strong SSRS and Power BI experienceCreative flair when it comes to reporting and dash boardingWorking with ERP or Financial systems would be beneficialStrong experience with version control and code mergingExposure to cloud products (Azure) – beneficialFamiliarity with Azure Web AppsDesirable:Understanding importance of data integrity from a regulatory compliance perspectiveKnowledge of code automationData Visualisation for Dashboards Does this sound like the role for you? Apply now! Should you have any questions about this position please contact Sossan Taha at staha@policebank.com.au Police Bank is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, religion, gender identity or expression, sexual orientation, age, marital or disability status. This role is open to Australian and New Zealand Citizens and permanent residents only. This role is not suited to a Working Holiday visa holder."
477,Data Governance Specialist,McCain Foods (Aust) Pty Ltd,"['Melbourne', 'CBD & Inner Suburbs', 'Banking & Financial Services', 'Compliance & Risk', 'Full time']","With a renewed focus on our Global Data & Analytics function, we are looking to welcome a dynamic individual to drive data governance excellence within our ANZSA IN CH (Australia, New Zealand, South Africa, India, China) region. About the roleIdeally based at our Melbourne head office (but we are flexible on location), this is a truly global role joining the Global Data Governance team (based in North America) working hand in glove in implementing and maintaining data governance strategies, including application of policies, guidelines, standard procedures, and ensuring sound communications.The role will assist in data management, governance, and data quality of master data requirements for various functions to ensure master data integrity across the organization. This role will be responsible for driving data quality; creating reports/metrics to ascertain data quality and integrity; research, analysis and root cause identification of data errors and providing key design input for application functionality.  Key to this role will be the ability to partner with the business on driving improvement within their respective functions from a data governance perspective. The role will require the ability to build sound working relationships with stakeholders on all levels and then flex from higher level strategic work to rolling up your sleeves and getting involved operationally. About youTo be successful in delivering on our data governance goals, you will have the following skills and experience:Demonstrated experience in a similar data governance/quality role Familiarity with data governance and data management toolsets, such as Collibra, Informatica, Alex Solutions, Talend, SAP Information Steward, IBM Infosphere, Collibra, or SAS Data ManagementHighly developed stakeholder management skills with a proven ability to establish strong working relationships Experience in leading or contributing to data governance framework rolloutsData analysis experience including SQL Experience with SAP and/or Salesforce would be beneficial As you can tell, we’re looking for someone who has a nice blend of technical data governance experience and stakeholder management skills. We’re really excited about this role and the value it can deliver to the ANZSA IN CH region and in turn contributing the global data governance strategy. If this role is of interest, we would love to hear from you!"
478,Business Analyst,Michael Page Accounting & Finance,"['Melbourne', 'Accounting', 'Business Services & Corporate Advisory', 'VPS5 ', 'Contract/Temp']"," The purpose of the Business Analyst is on data insights to drive efficiencies in internal processes, managing cost control in inputs for capital and operational projects, data cleansing and identifying opportunities for business improvements. The Business Analyst will work closely with the business partners and manager in the Portfolio Partnering Unit.Client DetailsThe organisation has been created by the Victorian Government to manage a very ambitious suite of infrastructure projects with a value of over $9 billion. The business is a group within the Department of Education and Training and is focused on high quality and timely project delivery, with over 1,000 building projects across the State, as well as innovative reform in infrastructure design and delivery, and increased engagement with school communities.The Portfolio Partnering Unit is a new team in the Corporate Division. The team will complement the finance and reporting functions and partner with the business to further enhance key inputs as part of reporting and accountability responsibilities, to be a trusted source of information and to drive insights across the organisation. DescriptionData analysis and reportingAnalyse data using standard tools (e.g. SQL, server, Access, Excel, SPSS, SAS and Visual Basic)Ensure delivery of timely, accurate and high quality data products and reportsPresent complex concepts ideas and issues in clear confident and timely mannerProvide recommendations for embedding insights from analysis to drive actionUndertake complex statistical and analytic projects to monitor the department progress against key outcomes Data collection and maintenanceContribute to the establishment and continuous improvement of data collection systems to support business and policy needs of the departmentIdentify data gaps and lead the development of new data sourcesIdentify data required to support improvements in monitoring of Department's key outcomes Expert adviceProvide authoritative advice and develop options, recommendations and proposals to inform decision makingProvide specialist advice on the evaluation of policyProvide specialist advice to inform policies, projects or initiatives Stakeholder engagement and consultationConsult with internal and external stakeholders to inform research and analysisEstablish and maintain relationships with internal and external stakeholders to inform research and analysis and build research capacityProfileOrganisational AwarenessUnderstands issues and pressures to which the organisation has to respondUnderstands the reasons behind the organisational climate and culture Written CommunicationEdits written communications to ensure they contain the information necessary to achieve their purposeEnsures appropriate style and formats are usedPrepares complex briefs, letters, emails and reports using clear, concise and grammatically correct language Planning and OrganisingEstablishes systems and procedures to guide work and track progressIdentifies processes, tasks and resources required to achieve a goalRecognises actual and potential barriers and finds effective ways to deal with themSets clearly defined objectives and priorities and operates accordingly, reviewing and adjusting as required Problem SolvingAnalyses issues from different perspectives and draws sound inferences from information availableIdentifies and proposes workable solutions to problemsImplements solutions, evaluates effectiveness and adjusts actions as required * Liaises with stakeholdersSeeks all relevant information for problem-solvingJob OfferMy client is paying a VPS5 level for this Business Analyst role.To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Robert Husbands on 0466534137"
479,Data Integration Analyst,The Australian National University,"['ACT', 'Information & Communication Technology', 'Business/Systems Analysts', '$92,100 - $96,713 per annum plus 17% Super', 'Full time']","Classification:  ANU07 (IT)
Salary package:  $92,100 - $96,713 per annum plus 17% Superannuation
Term:  Full time, Continuing 
Position Description & Selection Criteria:  Final 543809 Data Integration Analyst.pdf
Closing Date: 6 February 2022

Make a difference to the national mission of our world-leading University, its students and staff  
Enjoy workplace flexibility and be part of a supportive team. 

About ITS
Information Technology Services (ITS) delivers digital solutions that enable the Australian National University to achieve its strategic goals: a student experience equal to the world’s best, and research that transforms society and creates national capability.  ITS has responsibility for the University’s digital ecosystem and is leading the delivery of the Digital Master Plan, a 10-year strategic roadmap for the transformation of the University’s digital capability.  
About this role 
Are you looking to take the next step in your career, have a solid foundation in Data Integration Analysis? ITS is seeking a suitably qualified, highly motivated individual with a successful record of achievements as a data integration analyst.
The Data Integration Analyst is responsible for supporting the provision of business and data analysis services by building effective and collaborative relationships with ITS, functional groups, College and Service Division representatives, and all other internal and external business stakeholders. Reporting to the Technical Lead, Integration Services the successful candidate in this role will support the delivery of integration services on time, budget and to customer quality expectations. The role requires supporting the application of appropriate technical and management skills along with best-in-class methodologies and approaches.
For further information please contact Dr April Weiss, Associate Director, Application Services E: april.weiss@anu.edu.au  
The University actively encourages applications from Aboriginal and Torres Strait Islander people. For more information on employment opportunities at the ANU, visit https://services.anu.edu.au/human-resources/respect-inclusion/aboriginal-torres-strait-islander-employment.
ANU values diversity and inclusion and believes employment opportunities must not be limited by socio-economic background, race, religion or gender. For more information about staff equity at ANU, visit human-resources-division/equity-and-diversity.
Application information 
In order to apply for this role please make sure that you upload the following documents: 

A cover letter or ‘pitch’ describing how your skills, experience and approach align with the role - maximum 2 pages.   
A current curriculum vitae (CV) which includes the names and contact details of at least two referees (preferably including a current or previous supervisor). If your CV does not include referees you can complete these online when prompted in the application form. 

Please note: The successful candidate must have rights to live and work in this country will be required to undergo a background check during the recruitment process.  An offer of employment is conditional on satisfactory results.  "
480,Business Analyst,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,"['Sydney', 'Ryde & Macquarie Park', 'Information & Communication Technology', 'Business/Systems Analysts', '$80 - $81 per hour', 'Contract/Temp']"," Business Analyst Government Client Meadowbank/WFH – flexible work arrangements based in Sydney 6 months contract until EOFY 2022 Talent International is working in partnership with a well-known government client within the education sector to assist in sourcing an experienced Business Analyst within the education space. The Business Analyst, with a focus on human centred design, is responsible for reviewing and analysing the organisations' business intentions, services, processes, and information needs to identify changes that will lead to business improvements and solutions to problems and opportunities. Key accountabilities Analyse existing systems, applications, and functions to ensure strategic systems group objectives are identified, optimised, and delivered.Participate and support the demand management process as required by participating in rapid impact assessments, business case development, and project initiation.Conduct business justifications, benefits mapping, cost benefits analysis and modelling to deliver recommendations for improvement that are evidence based and deliver identifiable improvements.Undertake qualitative and quantitative research to identify trends and assist with determining robust, consistent, and sustainable business priorities.Identify and analyse complex, multi-faceted and cumbersome business processes, utilising human centred design principles, incremental and experimental processes to create solutions for problems, opportunities and recommend optimisations that will support nimble, agile, iterative, systems group service delivery.Build and maintain key relationships with users, technical staff, and stakeholders to determine and resolve issues.Provide accurate advice about technical issues and solutions to assist with specifying business requirements for new or existing solutions.Building out sprints, creating and updating tickets using JiraTo be successful in this position Essential requirements Proficient in Jira predominantly working with JiraExperience in ConfluenceStrong written and verbal communications skillsManaging stakeholders and manage competing tasks If you would be interested in this role, please submit your application in Word format only by clicking the ""APPLY NOW"" or email button below."
481,Junior Business Analyst ,Aurec,"['Melbourne', 'Information & Communication Technology', 'Business/Systems Analysts', 'Permanent Salary ', 'Full time']","Our client is a leading NFP organisation who are seeking a Junior Business Analyst to deliver on technology related systems processes and IT strategy that will support the growth and development of business units across the entire business. This is a fantastic opportunity to join a diverse organisation who are willing to train and develop your skills as a Business Analyst.This organisation is focused on becoming agile therefore if you have experience with scrum teams it would be advantageous. As part of this position, you will be playing a key role in the successful delivery of project outcomes including the establishment of business case(s), stakeholder management, ongoing effectiveness of change and monitoring dependencies. Key responsibilities and duties: Assist in establishing and developing documentation for approved initiatives Lead and facilitate analysis for initiatives and provide recommendations to the leadership team Plan, develop and implement technology systems to enable business effectivenessDeveloping and maintaining strong relationships with external and internal stakeholdersReview and analyse cost, benefits, and risk Providing business recommendations and facilitate business outcomes The ideal candidate will have/be: Experience working in an agile environment Ability to assess business needs and make valuable business contributions to strategic planning Exposure to programming languages including SQL would be highly advantageousOur client provides a number of key organisational benefits including subsidised health and well-being, reduced prices on products, flexible working hours and arrangements, insurance policy discounts etc"
482,Business Analyst ,Aurec,"['Melbourne', 'Information & Communication Technology', 'Business/Systems Analysts', 'Daily Rate Available ', 'Contract/Temp']","We have a fantastic opportunity with a leading telecommunications organisation who have a project of work specific to cisco webex migrations. This will be an initial 3- 6-month contract where you will be working with key internal and external stakeholders to define, document and deploy requirements within business support and business application environments.Key responsibilities and duties:Process mapping - 'as is and 'to be'Provide high-level evaluation of business programs including business process re-engineering, cost-benefit analysis and provide solutions to the businessGap analysis and requirement gathering / documentationProvide solution design including options and recommendationsEngage the business user community to ensure it has been consulted in preparation of project briefs, business requirements and process re-engineeringWork with and provide handover / knowledge to developersTest case preparation and executionContribute to project briefs, establish appropriate proposals to articular requirementsThe ideal candidate will have experience with cisco migrations and understanding of telecommunications or utilities environments. You will be supported by a leading team and company culture."
483,Data Analyst,Aurec,"['ACT', 'Information & Communication Technology', 'Database Development & Administration', 'Contract/Temp']","We are looking to engage a skilled and enthusiastic Data Analyst to join our Federal Government client! The perfect candidate will have excellent communication skills and have the ability to work honestly and collaboratively within their multi-disciplinary team. This is your chance to make a difference for our Federal Government client in this 6 month contract with extensions offered. Australian Citizens with a Baseline Clearance will be considered for this role. Role / Responsibilities:Build high quality reports and dashboards in Power BI by combining data from multiple data sources including SharePoint and SQLIntegrate dashboards and reports into a SharePoint-based project management systemLiaise within a small team, and with other internal stakeholders, to gather and document requirements for reports and dashboards Skills / Experience:Demonstrated and extensive experience in building reports and dashboards in Power BI, including using DAX programming languageDemonstrated experience in SharePoint and SQLA high level of technical expertise in Microsoft ExcelDemonstrated experience in preparing reporting products and advice for consumption by internal and external stakeholders  Australian Citizens with a Baseline Clearance will be considered for this role. If you are unsuccessful in this application, with your permission we would like to keep you in consideration for future roles that may suit you better. To be considered for this opportunity, APPLY to this advertisement or contact MARCELLO on (02) 5109 0925"
484,Senior Data Scientist,Bupa,"['Melbourne', 'Science & Technology', 'Mathematics, Statistics & Information Sciences', 'Full time']","Bupa's Health Care Management Data Science and Insights team is seeking an innovative and enthusiastic Senior Data Scientist in the newly formed Provider Data Science team- you will be responsible for supporting the Hospital Partnerships and Ancillary and Medical Partnerships teams in solving complex problems across the healthcare provider space encompassing claims, modalities, providers, networks, product, and channels, at geographical, clinical group practice and provider levels.  To be successful in this role you will have key knowledge across healthcare coding and PHI claiming and how advanced analytics and data science techniques can be applied in the healthcare provider space. The primary focus of this role is to provide advanced statistical analysis, machine learning, and AI solutions to hospital, medical and ancillary business problems. Target areas will not only have an impact on claims integrity management but also on product design and fund rules.  This is a Permanent Full-Time opportunity and is based in Melbourne when you're not working from home.  Key Responsibilities: Lead and execute analytical approaches, including developing/training/optimising machine learning models, other forms of analytical modelling (e.g., descriptive, predictive) and applied statisticsDevelopment of machine learning solutions and working with the business to explore new technologies as they arise, creating end-to-end automation of machine learning solutions, where possibleCollaborate with internal customers to identify their business problem and work with them to provide meaningful, actionable insights.Apply statistical expertise and analytical support to key stakeholder engagement projectsAnalyse members' health experience to assist in the development/evaluation of health business initiatives to enhance the customer offeringWhat's in it for me?  As well as a competitive salary, a range of Bupa benefits and flexible working/ work from home arrangements, you'll be challenged and encouraged to innovate. You will collaborate strongly with colleagues who are committed to delivering exceptional experiences. We trust, respect and consider everyone, knowing your difference will make the difference.  What do I need? Masters degree in highly quantitative field (mathematics, statistics, computer science, machine learning) or equivalent experienceA strong background in data science, analytics or data engineering with desired experience in a Healthcare industry or insurance settingExperience leveraging statistical programming languages (SAS, R and/or Python for analyses (with in-depth knowledge of at least one, preferable with desired experience in SAS)Proficiency and experience in statistical modelling and machine learning techniques (feature engineering, regression, classification, segmentation, cross validation, bootstrapping, Bayesian techniques etc.)Experience developing experimental and analytic plans for data modelling processes, use of strong baselines, and the ability to accurately determine cause and effect relationships.Knowledge of advanced statistical techniques and concepts (properties of distributions, statistical hypothesis testing, experimental design) and experience applying these.Experience with data visualization tools (Tableau or Power BI)What is it like to work there?  Be at the heart of helping people live longer, healthier, happier lives. At Bupa, we employ more than 80,000 people globally who are making this a reality. One thing stands out about Bupa people -our customers are our passion; they're at the heart of our culture of care. If you've got the belief, the drive and the talent to help us in our ambition then we'd like to hear from you. "
485,Data Analyst,Australian Finance Group,"['Perth', 'CBD, Inner & Western Suburbs', 'Banking & Financial Services', 'Analysis & Reporting', 'Full time']","The RoleA new opportunity has become available for a Data Analyst to join our Risk & Compliance team. This role would suit a recent graduate looking for their first opportunity to start their career! This role will suit an individual looking to combine the technical aspects of Data Analysis with the real-world application of identifying real world risks related to Credit, Fraud or Finance. This role provides the opportunity to find new data sources and use your intuition and knowledge to conduct analysis and build models relating to various stakeholders across the business. Your responsibilities as a Data Analyst will include:Using your expertise to conduct analysis, create interactive dashboards visualizations, and reports critical for the business.Create and maintain rich interactive dashboard visualizations through data interpretation and analysis, integrating various reporting components from multiple data sources.Create and maintain best-practice risk-based reports based on data mining, cleansing, and analysis.Conduct adhoc data analysis to answer key questions from stakeholders or out of self-initiated curiosity with an eye for what drives business performance, investigating and communicating areas for improvement in efficiency and productivity.Work directly with business stakeholders to gather project requirements, provide status updates & deliver data driven outputs.Work closely with our IT team to develop, implement, and maintain our data management environment and platform tools. Develop and maintain curated datasets by acquiring data from various internal and external data sources.Evaluate internal systems for efficiency, problems, and inaccuracies, to developing and maintaining protocols for handling, processing, and cleaning data. Skills and ExperienceThe successful candidate will be able to demonstrate the following skills and experience:Tertiary qualifications in Commerce/Accounting, Statistics, Computer Science, Data Science, or equivalent discipline.Demonstrated experience analysing data and producing insightful reporting.Working knowledge and understanding of Relational Databases (preferably SQL).Programming experience (preferably in R or Python) highly desirable.Excellent interpersonal and communication skills with an ability to build effective working relationships with both internal and external clients.Sound computer literacy skills, particularly with the use of Excel.Proven success in a collaborative, team-oriented environment.Strong report writing skills.Ability to set goals, organise own work, manage time, prioritise tasks and meet agreed deadline.Confidence to engage with and present findings to various stakeholders across the business.Keen eye for detail.Experience in the following areas will be looked upon favourably:Business Intelligence tools such as Power BI, Tableau or similar.Data exploration, analysis and cleansing using SQL, R, Python or Excel.Building predictive models using statistical techniques using R (caret), Python (sklearn, numpy, pandas) or DataRobot is desirable Get What You GiveAFG employees have access to benefits including flexible working arrangements, business casual dress, secured buildings with end-of-trip facilities, education assistance, employee assistance and wellbeing programs and a social calendar of events. You will have the ability to liaise with and learn from our executive team as well and develop your career. Our business prides itself on our innovative, entrepreneurial and collaborative culture. Our teams are intricately engaged across the business and we encourage people with ideas and a willingness to learn to join us. AFG provides our team members with access to state of the art technology and the scope to be a part of projects in our fast-paced and competitive industry. All over Australia, our AFG team members love being a part of the business and the length of time they choose to stay with us is evidence of this. Watch our Working at AFG video below to find out more and hear from those who enjoy being a part of the AFG family.  About AFGAustralian Finance Group (ASX:AFG) is one of Australia's largest mortgage broking groups, employing 200+ staff across Australia. As a category leader, AFG has in excess of 3,050 mortgage brokers in its network with access to over 5,500 financial products from more than 70 of Australia's leading lenders.  Through our broker network, AFG processes around one in eleven of all Australian residential mortgages and manages over $175 billion in residential and commercial finance. In addition to our broker network AFG have a rapidly growing home loan business, and an expanding footprint in the provision of business lending solutions.AFG is proud to have an inclusive workplace culture. We encourage all our staff to bring their true self to the office, where all are recognised for their unique ability, regardless of gender, race, religion, disability, orientation or other identity attribute. COVID-19The successful applicant will be required to work from an AFG office. It is a condition of employment with AFG that you have received at least one dose of a COVID-19 vaccine by 31 December 2021 and two doses by 31 January 2022 or have been provided a medical exception by an authorized medical practitioner. You will be required to provide evidence of your COVID-19 vaccination, if successful."
486,Business Analyst,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,"['Melbourne', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Business/Systems Analysts', 'Permanent Opportunity', 'Full time']","Our client is an iconic Australian brand with a respectable brand in financial planning, wealth management and banking. As they continue to grow, we are looking for Business Analysts to join their team. The Business Analyst's role is to elicit, analyze, specify, and validate the business needs of stakeholders, both customers and internal end users. This includes interviewing stakeholders and gathering and compiling user requirements to understand the technology solutions they need and analyzing data in support of business cases and proposed projects. The successful candidate will apply proven communication, analytical, and problem-solving skills to help the business make good technology decisions and to ensure that project deliverables are met according to specifications. This position requires the incumbent to be well experienced in Retail Banking and Wealth management to be able to look for new technologies to optimize business processes and will play a pivotal role in ensuring IT understanding of business requirements and maximizing the value of business application investments. Primary ResponsibilitiesWork with business units to understand and assess need, recommend, and implement solutions that align with an overall applications architectureMeet with decision makers and other stakeholders to define business, financial, and operations requirements and systems goalsChart existing business processes in order to define current business activities for the development of procedures and modelsWork to improve current business processesReview and analyze the effectiveness and efficiency of existing business applications and develop strategies for improving or further leveraging systemsCollaborate with project sponsors to determine project scope and visionClearly identify project stakeholders and establish user classes, as well as their characteristicsConduct interviews to gather user requirements via workshops, questionnaires, surveys, site visits, workflow storyboards, use cases, scenarios, and other methodsIdentify and establish scope and parameters of requirements analysis on a project-by-project basis to define project impact, outcome criteria, and metricsYou will join a company during its very formative stages of these new business units and the transformation they are undertaking. This will allow you to work on new ideas, working with a team that is determined to build future tech for this business and make an impact.  Their employees enjoy a competitive compensation and benefits package, which includes medical, insurance discounts, employee benefits, career growth opportunities and much much more. Apply Today!For more information please contact Michelle Kendirian at michelle.kendirian@talentinternational.com  "
