,Job Title,Company,multiple_details,Description
197,Data Science Chapter Lead,Talent Insights Group Pty Ltd,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Science & Technology', 'Mathematics, Statistics & Information Sciences', '$185K-$200K Including Super + Bonus', 'Full time']","This is a truly exciting opportunity for a Lead Data Scientist (technical and team leader) for a Data Science Chapter Lead at a large, growing, mature analytics environment. The broad data science team is 15-20 people but your squad will be 7. The role: Leadership or technical?This role will still be hands-on and technical in helping design, build and deliver productionised machine learning solutions in Spark (Databricks). That said - the key difference between you as a Chapter Lead compared to a senior data scientist, would be your leadership ability with your chapter. To get more specific, here are some of the main things you would do (and that will be useful to have experience with);   Translation of business problems into defined data experiments and projects Identifying opportunities for existing models and ML solutions to be used in different situations and reduce duplication of efforts Leadership and coaching for experienced & talented data scientists who will all have their own projects and day-to-day squad work Helping prioritise and unblock obstacles for your team Prioritising between competing objectives  What is the technical stack and requirements for this role?To be eligible for this role, while there is the leadership aspect, we would still need to see a track record of delivering end-to-end machine learning solutions for a large business using modern data tools. These would definitely include;  Apache Spark including productionising models  Python and Python ML libraries  Strong SQL  Led teams of at least 2 data scientists Strong stakeholder management   What are the actual selling points for this role?  This company is large (think everyday brands, millions of customers, over 5-6 million loyalty data members) and already have advanced data science maturity and support from executives A very strong technical manager and team to lead A diverse role - you will be hands-on still with cutting-edge ML with big data and future real-time analytics. But you are also contributing significantly on the business, people and leadership side Attractive permanent salary and bonus Flexible work: focus on getting things done  What is the location? Sydney or Melbourne What domain or data science experience will be ideal?It is hugely advantageous if you have worked on personalisation, loyalty data or otherwise machine learning for digital marketing. Any e-commerce or retail experience is favourable, but not mandatory."
198,Data Scientist/Data Engineer/Python/Azure Developer,4th Harmonic Pty Ltd,"['Adelaide', 'Information & Communication Technology', 'Engineering - Software', 'Full time']","Position Description - Data Scientist/Data Engineer/Python/Azure DeveloperWho we are:4th Harmonic is an Australian SME offering bespoke consulting services. Our services include complex project management and advanced industry capability mapping through data with proprietary data analytics tools. Established in 2017, to support the development of Australia’s sovereign Defence and industrial capabilities, we are adding to our team of experienced industry professionals. We have a presence in Adelaide and Sydney and have clients in Defence, Industry and Government sectors.We help our clients by mapping their changing commercial environment. For example, we provide maps of supply chains that highlight risks and opportunities. This work helps our clients to improve their capability and better compete in a dynamic domestic and global marketplace.Due to increasing demand from our clients and partners we are looking to hire a highly motivated, flexible developers to support our growing team.What we are doing:We are building a search engine of Australian industry. We analyse the shared capabilities between organisations, focusing on Defence, Infrastructure, Research, Innovation, and Cyber security. What you will be doing:We are looking to fill several roles which will achieve the following:Building our web scraping tools,Developing algorithms for our search capability, and Developing our ability to interrogate large datasets.Objectives of Data Analyst Role The new role will help the organisation to: Build relationships with data providers and clients.Find and integrate diverse data sets.Design reports that present data to stakeholders in an effective style that supports rapid comprehension.Extract, Transform, and Load (ETL) data to meet specific project requirements.Generate reports based on data mining, analysis, network visualization and interpretation.Create efficient systems for handling, processing, and cleaning both client and company data.Skills and qualifications  The successful candidate will have: Degree in Computer Science/Mathematics/Physics or similar.3-5 years of experience as a Python Developer.Experience developing web crawlers and performing web scraping.Experience in implementing/creating mathematical algorithms.Here are some of the packages/technologies we use. Ideally you are experienced with some of them: Python, Azure, SQL, Scrapy, FastAPI, spaCy, Beautiful Soup, Uvicorn, NetworkX, pandas, Matplotlib.A high level of accuracy and attention to detail in their work.The successful candidate will be:Self-motivated to meet and exceed stakeholder needs.Discrete.  We deal with confidential information.Effective in a dynamic, autonomous, and relationship-based work environment.Eligible for an AGSVA security clearance.Able to relocate to Adelaide.What we can offer you We offer a: Flexible work environment, including WFH and work hours.Mentorship from experts in industry, management, systems analysis with experience in defence, defence industry, corporate and organisational governance.Exciting opportunities in high growth data services.Opportunities to develop and contribute beyond the scope of this employment offer based on your motivation and professional goals.Contribute to the development of future business and exercise your continuous improvement skills.Very competitive remuneration package.Industry networking opportunities.An opportunity to make a positive impact on Australian industry."
199,"Data Engineer - $120,000 - $140,000 + Super",TalentWeb Consulting,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Information & Communication Technology', 'Engineering - Software', 'Full time']","TalentWeb is excited to exclusively bring you this new and exciting Data Engineers position. The organistion we represent is an Australian-owned ASX-listed business that connects and delivers significant value for both brands and customers. Their unique ecosystem unites 1 million members and more than 1,600 of the world’s most sought-after retailers, turning wasted advertising spend into compelling discounts and cashback.   Since their inception, the relationships they have fostered between their members and retailers have driven $2.5 billion in sales and returned over $110 million in cash to their members. In addition, every purchase helps improve the lives of sick children through the work of the Starlight Foundation. To date, they have raised more than $800,000 and helped 20,000 children, and last year became the first listing company to pledge 1% of their shares to charity.    The Data Engineer role is critical to our client’s growth agenda, and this role will require both superior skills and excitement about their mission and opportunity.   Responsibilities  Interpret commercial requirements, create specifications, design and implement data solutions. Create efficient end-to-end execution processes. Design, build and manage efficient and reliable data pipelines to move data across several platforms. Work closely with the Lead Engineer to determine data engineering team priorities. Take end-to-end ownership of small to medium size projects, manage project timeline and communicate progress to key stakeholders. Optimise data management, quality and governance best practices across engineering and data engineering team.  Skills and Attributes  Recognised degree in IT, Computer Science, Software Engineering or related field preferred. Experience building data pipelines and applications in a production environment. Proficiency with Cloud providers, preferably AWS. Experience in software development and deployment sequencing. Strong grasp of a programming language specifically writing applications for production use. Modern AWS and infrastructure (e.g. serverless, containers, queues), SQL and Spark experience. A natural self-motivator who requires minimal guidance or supervision/works independently with a positive can-do attitude. Collaborates effectively with others and influences all stakeholders towards business outcomes. Consistently demonstrates success in the capability area. A strong desire to execute, drive impact, and develop within our organisation.  What’s in it for you?  This organisation has a unique, vibrant culture where they encourage collaboration, pioneering new ideas and pushing the boundaries but most importantly, they have fun along the way. They are a passionate team, committed to driving results, for their customers, merchants and most importantly for their charity partner. With their Chatswood office and brand-new CBD office in Sydney, they offer flexible working and empowerment as well as other great benefits including; summer hours, discounted gym and wellness offering, birthday leave, and 16 weeks parental leave.    If you are interested in this opportunity, please click ""APPLY"" for the role and submit a copy of your CV.  Take your time to fill in the selection criteria as part of your application and please understand that ONLY shortlisted candidates will be contacted for discussion regarding their application responses but please rest assured, your application will be considered and assessed by a real person."
200,Analytics Consultant,illion Australia & New Zealand,"['Melbourne', 'Information & Communication Technology', 'Business/Systems Analysts', 'Full time']","About the companyillion is the leading independent provider of trusted data and analytics products and services in Australia and New Zealand. illion is headquartered in Melbourne with offices in all major metropolitan cities across Australia and New Zealand. Our team work with leading brands in our region to bring data & analytics to life.About the roleWe're looking for passionate data and analytics people to join our growing team, and you would be:A candidate who can and can handle the fast pace environment of our growing market.An insightful thinker who can problem solve and is a go-to-person when issues arrive.Have a true desire to learn; experience in every aspect of this role is not essential as we would support the right candidate.A team player who supports the wider group.As an Analytics Consultant, you will be developing analytical insights into internal and external customer datasets to drive growth and prove value throughout the credit life-cycle.  This will involve performing management, interpretation and analysis of data, business processes and products using database, statistical and numerical techniques, and presenting results in a clear and informative manner.Functional tasks and responsibilities:Main responsibility of this role involves working on client projects to product analytical-based and data-driven propositions that show the value of illion's data products & services.Types of client projects vary from creating pre-sales presentation decks, analytical POCs, building credit scorecards, and forming credit strategy solutions. A typical end-to-end project would involve:Initial scope and requirements building, and understanding the customer problem statementData discovery, cleansing, wrangling and investigationMerging and combining multiple, disparate data setsDeveloping analytical insights with a key focus on driving valueDeveloping high quality presentations for both internal and external stakeholdersPresenting findings in a clear and informative manner based on content and audienceSolve client's business problems using a wide variety of data science techniques. Analyses will be simplistic for some use cases and very advanced for others.Use data to derive insights and trends to provide commentary on the wider credit market.Work collaboratively with members of other teams such as Sales, IT, Legal, Data, and Product functionsUse of data in compliance with contractual terms and conditions and / or the law, in particular compliance to the National Privacy Principles and the Credit Bureau Code of Conduct.Skills & ExperienceEssential SkillsStrong knowledge and experience with relational databases such as MS SQL ServerHighly proficient coding capability in SAS EG and/or SQLExceptional abstract reasoning and attention to detailStrong verbal and written business communication skills including the ability to communicate complex ideas simplyAbility to work independently, manage timelines, proactively provide updates to management on progress, handle multiple tasks simultaneously, and be flexible in an environment where priorities may change at short notice.Openness and ability to learn quickly in a complex, data-rich environmentAdvanced Microsoft Office skills (Word, Excel, and PowerPoint) including the creation of high-quality client presentation decks.Desirable SkillsAbility to code in R and PythonExperience with BI tools such as PowerBi, Tableau, QlikAbility to convert client needs into business requirements and needs, providing analytical solutions which support those needsExperience with advanced analytical and modelling techniques, including logistic regression and other ML algorithmsGeneral understanding of how the credit or insurance sectors operate as well as general understanding of commercial businessesExperience with the development and validation of Credit Risk modelsIdeally 2-5 years of work experience in insights and analyticsCompletion of a degree in Data Science, IT, Mathematics, Engineering, Business or similar related industry experienceCultureAt illion, we are always seeking innovative and forward-thinking individuals to join us on our journey. Our culture is unique. It's fast, results-driven and dynamic. It's certainly not for everyone. But if you thrive in a high performing environment - illion could be for you! BenefitsFeel good in the workplace - Australia and NZ wide wellness program to foster positive health & wellbeing for all employees.I'm worth illion's Program - be rewarded for your hard work and dedication to illionCareer Development Opportunities - we are committed to filling our role internallyHow to ApplyTo apply, please click ""Apply Now"" button and we will be in touch shortly.To be considered for this position, you must be an Australian/NZ Citizen or have a Permanent Residency visa.Here at illion, we value diversity and inclusion and believe that we are able to grow and learn better together with a diverse team of employees. By joining illion you'll be part of an inclusive culture that celebrates a diversity of cultures, skill sets, educations and opinions. People from all culturally diverse backgrounds including Aboriginal & Torres Strait Islander Peoples are encouraged to apply. "
201,Senior Data Scientist - part time,GMT People,"['ACT', 'Information & Communication Technology', 'Business/Systems Analysts', '3 days per week', 'Contract/Temp']","3 days per week / Remote The role:  Using a range of data sources, the Senior Data Scientist will use an Agile approach to design and deliver dashboards. You will be responsible for increasing data capability by mentoring staff to assist in the development of the dashboard and developing instructional material for staff. You will provide detailed documentation outlining how to use, maintain and extend the dashboards including all data sources and data preparation/cleansing undertaken. Experience needed:  The development of dashboards and expertise in business intelligence Power BI Excellent written and verbal communication skills Excellent problem solving and analytical skills Assist the business area interpret data and identify outliers Data extraction, cleansing and manipulation Statistical analysis and statistical concepts  Eligibility: This role is in a Commonwealth Government environment and the client is limited to accepting Australian Citizenship only with a Baseline or higher security clearance.  Does this sound like you? If so, we will be pleased to receive your application. If you require further information please contact Keith or the team on 0262010100."
202,Data and Insights Engineer,Judo Bank,"['Melbourne', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Engineering - Software', 'Full time']","We’re on the lookout for a Data engineer professional to develop our Business Intelligence solutions. Who are we?
We’re Judo Bank. A purpose-built challenger bank, built on old-fashioned values like integrity, trusted relationships and an enterprising spirit. Born out of a desire to reinvent the craft of relationship banking for the Small to Medium Enterprise (SME) market, and to challenge the status quo in a market dominated by the four major banks.
We started from a PowerPoint and a bold vision to make a difference in Australian business banking. Now in a few short years, we have grown to over 300 people (and counting), with offices in each state and are profitable – one of the fastest new banks anywhere in the world to be so. We have lent over 4 billion n to support SME businesses. We’re here to support Australian SMEs with a business built on trusted relationships, both with our customers and our fellow team members.              
Being agile and adaptive, we are purpose built to say yes, to make it easier for our customers to get the funding they need, when they need it. We pride ourselves on our personal relationships with customers, our diverse workforce and collaborative culture.
Now, about this role…
If you love:
Designing and developing efficient, fit-for-purpose data models.
Efficiently managing structured data, unstructured data and meta data
Effective use of querying and reporting tools, application development and OLAP tools
Working in a diverse workforce where you can bring your own capabilities, experiences and knowledge to help build the foundations of Judo
Then this just might be…
Your dream job:
A little bit about you…
The skills you’ve picked up along the way:
Demonstrable knowledge of BI and data warehousing concepts
Deep knowledge of how to design, implement and optimize ELT/ETL processes, conduct detailed data modelling, design data warehouse architectures, and design and build data pipelines.
Expert skills in data model testing, data flow validation and system performance testing
Query languages: T-SQL (SQL Server), Spark SQL
Experience with DataBricks, Synapse
Knowledge of Python and/or R
ELT/ETL development and tooling e.g., Azure Data Factory
Building CI/CD pipelines in Azure
Experience in documentation of requirements 
Ability to collaborate and manage stakeholders across  teams  
Strong written and verbal communication skills  
Your life pre-Judo:
Tertiary qualification in IT 
Australian working rights
Judo’s culture sets us apart…
Our Values
Accountability – make the decision and own it. Do what you say.
Performance – make today better, stronger and faster than yesterday.
Teamwork – we’re not a team of champions, we’re a champion team.
Trust – the foundation of our purpose and our relationships.
We are looking for people who are:
Resilient | Positive | Inquisitive | Hungry | Adaptive | Passionate | Courageous | Decisive | Hands on
What our team members say about us:
Our people are empowered to make decisions, take ownership, and have their say. Bureaucracy is left at the door and it’s all about the team. Judo encourages all manner of diversity (including nationalities, skills, capabilities etc.), as it is a crucial aspect of our culture. Our people work hard with our purpose in mind and have a lot of fun in the process – revolutionising Australian business banking and working in the best job they have ever had! 
Some of our Perks:
6 weeks’ annual leave
Yearly happiness allowance to spend on your health, family, a charity or whatever makes you happy (not your gas bill!)
Education assistance
And much, much more!
If this is the perfect fit for you, please reach out – we’d love to hear from you!"
203,Senior Data Engineer - Data Platform,SEEK Limited,"['Melbourne', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Engineering - Software', 'Full time']","Company DescriptionAbout SEEKSEEK’s portfolio of diverse businesses make a positive impact on a truly global scale. Our purpose is to help people live more fulfilling and productive working lives and help organisations succeed. We create world-class technology solutions to connect more people to relevant employment, education, small business and volunteer opportunities.  We have a culture of high-performance in our workplaces and celebrate the diversity of our employees who contribute to the success of our organisation.  Our Culture At SEEK we really value our culture and the way we work together to get stuff done. You will work amongst a group of hard-working, fun and caring people who will support you to have a successful and fulfilling career at SEEK. Our people are what make SEEK the company it is today and our dedication to fostering a work environment where people feel like they're making a difference every single day has meant people like to come here – and we're proud of that! We're honoured to be recognised as the Best Place to Work Overall and the #1 Best Place to Work - Tech Industry in The Australian Financial Review #BestPlaces2021 Awards. We wouldn't be where we are today without the SEEKers who make this company what it is.Job DescriptionThe Senior Data Engineer is a vital part of the Data Platform Team, who help all product delivery and operations teams across SEEK succeed by designing, building and supporting tools and platforms that allow teams to collaborate with data and build great products for SEEK.Senior Data Engineers are accountable for implementing the platform and tools, collaborating with Principal Data Engineers and internal customers to analyse problems and design solutions, owning and operating the systems in production, and mentoring and supporting data engineers.Responsibilities Design, development, testing, and operation of:Frameworks for creating, testing, deploying and orchestrating data processing pipelinesTools for querying, managing and monitoring data, including quality, security, lifecycleTools for managing and monitoring data systems and processesDeploy, operate, and support data infrastructure and services on AWSMaintaining platform health, ensuring that our systems are secure, reliable, resilient, and cost effective.Growing the technical capabilities of more junior engineers through coaching and mentoring.The TeamWe are a distributed but close-knit team working from Melbourne and Kuala Lampur, with varied backgrounds and experiences, who work together to create great infrastructure and data engineering services. We define our own ways of working and embrace flexible working arrangements.We manage our own roadmap in close consultation with our internal customers and align with Seek’s long term strategy. We strive to bring equal parts passion and pragmatism to everything we do.QualificationsExperience building and operating cloud-based data processing pipelines and data systems that are scalable, reliable, performant and secure.Strong software engineering skills using current practices like TDD, pair programming, CI/CD, etc.Significant experience with data and databases: SQL coding, data modelling, data analysis, database development and performance optimisation.Strong understanding of 'big data' technologies such as EMR/Hadoop, Spark, streaming technologies and MPP databases.Ownership of deployments, infrastructure, system administration, monitoring, and operations (ie. DevOps).Additional InformationPerks and benefitsAt SEEK we offer:Employee Share Purchase PlanSupport of flexible workingSupport for parents with 14 weeks paid primary carers leaveRegular brown bag sessions covering a variety of topicsHere at SEEK we pride ourselves on harbouring a flexible and inclusive working environment. Should you require any specific supports or adjustments throughout the recruitment process and beyond, please advise us and we will be happy to assist.For this role, only those candidates with the eligible right to work will be considered"
204,Lead  Data Engineer  ,Peoplebank Australia NSW,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Information & Communication Technology', 'Engineering - Software', 'Contract/Temp']","Initial 6 Month contract + Expected ExtensionsSydney Based Role flexibility to WFHLead Role in a newly formed Squad  The RoleOur client an industry leading organisation within Financial service are seeking an experienced Lead Data Engineer to lead a small team of engineers in a newly formed squad on a data Platform Rebuild ProjectThe Successful candidate will have a strong background in Data Engineering with Hands on experience building data pipelinesTo be eligible for this opportunity, you must be an Australian permanent resident or citizen as my client does not sponsor visas. Key Responsibilities Responsible for building and deploying high volume/complexity Spark SQL data pipelines into a production environmentReview of data pipelines In line with standards and guidelinesResponsible for leading data engineers on a project, including the review of data pipelines, ensuring alignment to objectives (expected results), coding and performancestandards and support considerations.Responsible for defining coding and performance standardsResponsible for providing estimates for the development of data pipelines of varying complexity and suitable for multiple levels of coding proficiencyResponsible for refining coding and performance standards aligned to the data strategy Essential Experience 5 + years hands on experience in a data Engineer rolePrevious experience in a lead roleStrong background in Hadoop and Big Data PlatformsExperience using tools such as Teradata, sparkSQL InfamaticaHands on Engineering skills in areas such as python, java, writing code,  if interested in the role please select APPLY or Contact Lisa.miller@peoplebank.com.au Quoting reference 242899"
205,Senior Java Software Engineer,Rich Data Corporation,"['Sydney', 'North Shore & Northern Beaches', 'Information & Communication Technology', 'Engineering - Software', '$100,000 - $149,999', 'Full time']","About UsRich Data Corporation is a rapidly expanding, dynamic start-up based in Sydney. We use data and predictive analytics combined with artificial intelligence technology with deep knowledge in behaviour analysis to deliver innovative lending solutions for financial services and adjacent industries through our Delta platform.We've signed contract with major banks in Australia (https://www.afr.com/companies/financial-services/nab-turns-to-artificial-intelligence-to-assess-small-business-loans-20201204-p56kmk).After the recent VC investment, our value reached at US$53M. Seehttps://www.linkedin.com/feed/update/urn:li:activity:6808014983138549760/ Our vision is to enable lenders to innovate and achieve highly profitable lending outcomes while providing inclusive credit options to consumers and SME.  Why Join Us?This is an opportunity to join an organisation with a global footprint that is still small enough to be agile.Work with the leadership team to help drive the future of credit.Work with our world class research team to productise cutting edge AI innovations.Dynamic and friendly working environment.Our office is based in North Sydney with a great view overlooking the harbour.Competitive salary, $100,000 - $150,000 based on experience. About the roleAs the Senior Developer it’s essential that you are able to see the ""big picture"" as you’ll be taking the lead in designing, coding, testing and providing architecture direction from design choices to technical standards. In this role you will be working on the design, development and implementation of financial services solutions using your advanced Java or Python experience combined with AI and Machine Learning algorithms provided by our Data scientist. Key accountabilitiesAssume technical responsibility for all stages of the software development lifecycle.Design and develop specifications and solutions with attention to system integration and data management.Provide technical guidance and coaching to the development team from conception to deployment.Key challengesDesign and implement complex solutions.Work with clients and teams distributed across multiple time zones.Constantly evaluate, learn and apply new technologies and new development techniques. Skills & experienceStrong knowledge of and practical software development experience in Java and Spring frameworks including Spring Boot, Spring Cloud for commercial production systems.Strong knowledge of application architecture and design principles including API design, REST, Microservices, OOP.In-depth knowledge and experience with data modelling and database design of relational and NoSQL database systems.Understanding of software quality assurance principles with experience implementing automated testing platforms and unit tests, Test Driven Development (TDD) and other agile methodologies.Interest in exploring new programming paradigms, languages, and patterns and a passion for growing your skills, tackling interesting work and challenging problems.Outstanding communication and presentation abilities.Python & AI/ML skills are highly regarded.DevOps and AWS experience is highly regarded.Full stack with Angular is highly regarded. Apply Now!If you have the relevant skills and are ready to take the next step in your career please apply via SEEK with your resume and cover letter attached!Email: junlong.zhai@richdataco.com Please note candidates must have Australian working rights"
206,Graduate - Data Analytics ,Allianz Australia Insurance Ltd,"['Sydney', 'Science & Technology', 'Mathematics, Statistics & Information Sciences', 'Full time']","At Allianz, we care for all the things that make you, you. For feeling like you belong. For a place where learning never stops. For growing new skills and opening up exciting possibilities. For your curiosity to thrive and help transform an industry. And when life twists, there's flex for balance and the support you need. So, come and share your ideas, give back and feel proud to be part of a company doing work that matters across climate change and mental health. Let's care for everyone's tomorrow so we can create a better future together.
Graduate - Data Analytics | NSW - Sydney

Be supported to grow and develop your career
Push the status quo
Shape the future of the industry

Do you want to challenge the industry through digital transformation and turn data into an outstanding customer experience? 
Due to growth within our Data Analytics business, we have an exciting opportunity for a data driven Graduate to join the team. As part of our 2022 Data Analytics graduate program you have a unique opportunity to be part of the changing role that Data is playing in the Insurance industry. You will be required to utilise your expert problem-solving skills and manipulate data and use it to communicate with stakeholders in the business. This role will see you working across a variety of business functions where data is at the forefront and plays an integral part in the business.
Important to your success:

A strong passion for all things data and proven experience through University with data manipulation and analytics tools.
Proven work experience in customer service or a corporate environment
Strong effective communication skills
Leadership qualities developed through university, work experience and extracurricular activities
An interest in a role that not only embraces analytical skills but is also customer facing

What's on offer?

On-the-job development via four highly tailored and defined rotations
Fully paid formal education and study leave to complete further study in insurance
Professional development opportunities to continue to build your business and leadership skills
Ongoing support, mentoring and leadership through your sponsor, who is a Senior Leader in the organisation and our Talent Management team
Opportunities to give back to our community through our Outreach Volunteering Program
An attractive range of employee benefits, including insurance at discounted rates, community support programs and flexible leave arrangements.

To be eligible to apply:

You will have completed your undergraduate studies at the end of 2021 (applicants who graduated prior to 2021 will also be considered).
You understand that you will be required to complete industry qualifications
You must be an Australian or New Zealand Citizen or hold Australian Permanent Residency at the time of application and provide evidence of this
You must attach your most up to date university results in the form of an Academic Transcript or university-issued proof of results (for example, screen shot of online university portal)

About us
Allianz is one of the most trusted insurance and asset management companies in the world. Caring for our employees, their ambitions, dreams and challenges, is what makes us a unique employer. Together we can build an environment where everyone feels empowered and has the confidence to explore, to grow and to shape a better future for our customers and the world around us.
Allianz is committed to employment equity and therefore welcomes applications from men and women regardless of race or ethnicity, age, nationality, religion, disability, sexual orientation or philosophy of life. Please advise us if you require any reasonable adjustments to fully participate in the recruitment process or perform the requirements of the role. We support flexibility so please discuss your needs with us during the process.
Let's care for tomorrow. For using data to build outstanding customer experience. Care to join us? www.allianz.com.au/careers"
207,Data Engineer - Python SQL - All Levels,Bluefin Resources Pty Limited,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Information & Communication Technology', 'Developers/Programmers', '$100k - $200k p.a. + Plus Bonus', 'Full time']","The Role:Contribute to the analysis, design, and execution of large-scale data and analytics solutions for clientsWork with customers to discover and implement data-driven transformation possibilities.Keep up with technology, solution design, and implementation trends in order to provide our clients with fresh ideasEnsure that data is supplied in a timely manner whilst building and maintaining our data pipelines in Python and SQLRequirements:Strong Python and SQL coding skillsExperience with open source data integration tools and a strong project delivery toolsetExperience in engaging with both technical and non-technical stakeholdersMigration and transformation of large complex data sets experience Data pipeline development, including Azure Data Factory, AWS Kinesis, SparkIMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.http://www.bluefinresources.com.au/privacy-policy [link removed]"
208,Senior Data Engineer - Leading Global Technologies Company,Technology Recruiting Solutions,"['Melbourne', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Management', '$1000 - $1100 per day', 'Contract/Temp']","Leading Global Financial Technologies Company currently seeking an experienced Data Engineer to join an existing enterprise-wide data engineering program developing cutting-edge applications on a wide range of interesting projects, using a variety of emerging technologies and with the chance to work alongside a collaborative and passionate like-minded team. You will work across the latest technology stack helping design and build a fit for purpose data pipelines on a Big Data infrastructure to stabilize and streamline the delivery of analytics. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys building cloud data systems from the ground up and then optimizing them. This is a multiyear program with flexible working arrangements available with the opportunity to work remotely or in their offices in either Sydney or Melbourne or combination of both. Main responsibilities include:Create and maintain optimal data pipeline architectureAssemble large, complex data sets that meet business requirementsBuild the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sourcesEngage with, educate and influence internal business stakeholdersSupport multiple business functions and domains with various strategic and operational data projects across the business enterpriseKey Skills required:5 years + experience within data engineeringExperience of programming languages including one or more of R / Python / SQLExperience in engineering of applications, databases, data pipelinesCloud experience in one or more of Azure/AWS/GCP environmentETL and visualization experienceExpertise with modern data warehouse design patterns and toolsPassionate about new data solutions  "
209,Azure Data Engineer,Paxus,"['Sydney', 'Parramatta & Western Suburbs', 'Information & Communication Technology', 'Engineering - Software', '$900 - $950 p.d.', 'Contract/Temp']","About Client:A well known NSW Government AgencyParramatta location6 months contract and high chance of extension$900-$950 per day +superAS a Data Engineer you  will be responsible for developing and maintaining the data architecture, data models and standards for various Data Integration & Data Warehouse projects in Azure.Ensure new features and subject areas are modelled to integrate with existing structures and provide a consistent view.In addition, develop and maintain the documentation of the data architecture, data flow, and data warehouse data models appropriate for both technical and business audiences.Desired Skills:Must have a total of 5+ years in IT and 4+ years of hands-on experience working as an Azure Data Engineer, and 4+ years in Data Warehousing, ETL/ELT, BI, and Analytics projects.Must have experience in at least two end-to-end implementations of Azure Cloud Data Warehouseand two end-to-end data warehouse implementations.Extensive design and implementation experience in Azure cloud data platform and modern data warehousing. Including Security, Azure Logging and Monitoring, Azure Databricks, Synapse, Azure Blob Storage, Azure Data Lake, Azure Data Factory, Azure SQL Database, Azure Analysis Services, Power BI Expertise in data modelling, ELT using ADF, implementing complex views, stored procedures and standard DWH and ETL/ELT concepts.Deep understanding of relational and NoSQL data stores, methods, and approaches (star and snowflake, dimensional modelling).Experience with data security and data access controls and design.Proficiency in RDBMS, complex SQL, PL/SQL, performance tuning and troubleshooting.Knowledge of MS Power BI modelling (M code), Dax, data storytelling, report publishing, securityExperience with Agile development methodologiesRef No:200206324To apply for this role please click Apply button or drop resumes to psrinivasan@paxus.com.au To be considered for the role click the 'apply' button or for more information about this and other opportunities please contact Priya Srinivasan on 02 9464 5835 or email: psrinivasan@paxus.com.au and quote the above job reference number. Paxus values diversity and welcomes applications from Indigenous Australians, people from diverse cultural and linguistic backgrounds and people living with a disability. If you require an adjustment to the recruitment process please contact me on the above contact details."
